Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM),Type
WWG.MU,Gelsenwasser AG,985.0,45.0,+4.79%,2,2,,,Utilites
PNE3.HA,PNE AG,14.12,-0.16,-1.12%,"1,700",29,,,Utilites
HEH.BE,Power Assets Holdings Ltd,4.88,0.04,+0.83%,378,0,,,Utilites
PNE3.BE,PNE AG,14.12,-0.16,-1.12%,488,35,,,Utilites
EKT.DU,Energiekontor AG,73.3,1.2,+1.66%,15,10,,,Utilites
MVV1.BE,MVV Energie AG,30.6,-1.2,-3.77%,100,2,,,Utilites
5BP.DU,Corporacion Acciona Energias Renovables SA,31.94,0.16,+0.50%,360,0,,,Utilites
PWC.DU,Pinnacle West Capital Corp,75.58,0.04,+0.05%,100,0,,,Utilites
D2MN.MU,Duke Energy Corp,83.9,-0.1,-0.12%,100,1,,,Utilites
VRQ1.F,Vergnet SA,0.601,-0.249,-29.29%,735,65,"31,283",,Utilites
PU8.SG,Public Power Corp SA,9.99,0.12,+1.22%,0,17,,,Utilites
SCT.DE,SSE PLC,22.0,0.4,+1.85%,290,693,,,Utilites
TJI.SG,GCL New Energy Holdings Ltd,0.0505,0.01,+24.69%,0,108,963.223M,,Utilites
3U6.SG,UGI Corp,25.47,0.22,+0.87%,0,149,,,Utilites
B3H.SG,Boralex Inc,25.75,0.42,+1.66%,100,0,,,Utilites
ECV.DU,Encavis AG,15.98,0.21,+1.36%,200,77,,,Utilites
7MN.DU,Minesto AB,0.39,0.0145,+3.86%,"1,500",0,,,Utilites
0AS.DU,Entech SA,9.94,0.26,+2.69%,,0,,,Utilites
BZB.SG,Contact Energy Ltd,4.38,0.02,+0.46%,0,37,,,Utilites
DCL.BE,Climeon AB,0.249,0.0015,+0.61%,"1,000",17,,,Utilites
GY2.SG,SolarBank Corp,4.72,-0.58,-10.94%,"7,420","1,281",,,Utilites
04B.MU,Green Impact Partners Inc,5.35,0.0,0.00%,9,46,,,Utilites
E4S.MU,ELIA GROUP,115.4,1.6,+1.41%,10,0,,,Utilites
54F.BE,Audax Renovables SA,1.28,0.02,+1.59%,100,0,,,Utilites
VRQ0.BE,Vergnet SA,0.003,0.0,0.00%,,0,,,Utilites
TPO.SG,Tokyo Electric Power Co Holdings,3.243,-0.03,-0.92%,0,385,,,Utilites
TL6.SG,Tianjin Jinran Public Utilities Co Ltd,0.0205,-0.0005,-2.38%,0,0,,,Utilites
PU8.DU,Public Power Corp SA,10.07,0.22,+2.23%,"1,000",0,,,Utilites
0C2.DU,Chubu Electric Power Co Inc,10.7,-0.2,-1.83%,400,0,,,Utilites
TI5.MU,algoWatt SpA,0.549,-0.008,-1.44%,"4,156",0,,,Utilites
ENAA.MU,Endesa SA,10.5,0.0,0.00%,200,3,,,Utilites
AY3.BE,Atlantica Sustainable Infrastructure PLC,21.81,0.03,+0.14%,5,0,,,Utilites
DCL.DU,Climeon AB,0.2585,0.0185,+7.71%,"4,500",58,,,Utilites
6AR0.F,The AES Corporation,74.65,1.01,+1.37%,25,0,,,Utilites
0UG1.MU,UGE International Ltd,1.01,0.025,+2.54%,160,0,,,Utilites
CIDA.SG,Energy Company of Minas Gerais,2.58,0.28,+12.17%,0,51,,,Utilites
NRA.MU,NRG Energy Inc,31.05,-0.35,-1.11%,46,0,,,Utilites
CID.BE,Energy Company of Minas Gerais,2.36,0.0,0.00%,240,0,,,Utilites
NOU.DU,NiSource Inc,24.8,-0.1,-0.40%,500,0,,,Utilites
CUBB.SG,China Water Affairs Group Ltd,0.7065,0.0135,+1.95%,"1,500","4,771",,,Utilites
VQA.BE,Vector Ltd,2.1,0.0,0.00%,950,0,,,Utilites
MRY.BE,Mercury NZ Ltd,3.52,0.0,0.00%,100,0,,,Utilites
15M1.BE,Meridian Energy Ltd,3.06,0.02,+0.66%,800,0,,,Utilites
ENA.MU,Endesa SA,20.74,-0.06,-0.29%,250,18,,,Utilites
ETG.HM,EnviTec Biogas AG,49.4,-0.1,-0.20%,4,4,,,Utilites
MNV6.MU,Mainova AG,525.0,0.0,0.00%,1,0,,,Utilites
GZF.DU,Engie SA,14.24,0.1,+0.72%,50,66,,,Utilites
WHS.F,Kalina Power Ltd,0.0005,0.0,0.00%,"2,800",49,,,Utilites
VRQ0.SG,Vergnet SA,3.8,0.0,0.00%,"250,000",7,,,Utilites
0AS.DU,Entech SA,9.94,0.26,+2.69%,,0,,,Utilites
GY2.SG,SolarBank Corp,4.72,-0.58,-10.94%,"7,420","1,281",,,Utilites
DCL.BE,Climeon AB,0.249,0.0015,+0.61%,"1,000",17,,,Utilites
FHW.BE,Fernheizwerk Neukoelln AG,39.8,-0.2,-0.50%,195,90,,,Utilites
BVT.SG,Reliance Infrastructure Ltd,4.84,-0.16,-3.20%,0,1,,,Utilites
S12.BE,Spark Power Group Inc,0.274,0.018,+7.03%,,0,,,Utilites
SCT.SG,SSE PLC,21.8,0.4,+1.87%,209,181,,,Utilites
CHH.DU,CK Infrastructure Holdings Ltd,4.81,0.036,+0.75%,50,0,,,Utilites
3IX.BE,Innergex Renewable Energy Inc,9.1,-0.05,-0.55%,50,0,,,Utilites
TZ8.DU,Iren SpA,1.833,0.014,+0.77%,"1,000",17,,,Utilites
F1P2.SG,TTW PCL,0.23,0.0,0.00%,0,0,,,Utilites
FOT.MU,Fortum Oyj,13.15,0.0,0.00%,37,66,,,Utilites
NNGF.SG,National Grid PLC,12.3,0.3,+2.50%,285,353,,,Utilites
EDW.DU,EDP Renovaveis SA,19.3,0.1,+0.55%,60,0,,,Utilites
ETY.BE,Entergy Corp,93.0,-0.5,-0.53%,2,0,,,Utilites
XGH.BE,ENN Energy Holdings Ltd,12.1,0.2,+1.68%,300,0,,,Utilites
LYV.BE,Orron Energy AB,1.047,-0.0265,-2.47%,"1,000",0,,,Utilites
AV6.BE,Avista Corp,36.6,0.0,0.00%,20,0,,,Utilites
L3X.BE,Centrais Eletricas Brasileiras SA,7.4,0.05,+0.68%,196,11,,,Utilites
6WX.BE,China Longyuan Power Group Corp Ltd,0.9718,0.0258,+2.73%,500,8,,,Utilites
PPL.MU,PannErgy Plc,2.92,0.03,+1.04%,"1,800",31,,,Utilites
1ZK.BE,Elmera Group ASA,2.06,-0.006,-0.29%,500,8,,,Utilites
OG9.SG,ONE Gas Inc,71.0,-0.5,-0.70%,0,0,,,Utilites
TZ1.DU,TransAlta Corp,8.85,0.1,+1.14%,15,0,,,Utilites
66T.BE,Scatec ASA,6.18,-0.03,-0.48%,100,0,,,Utilites
HKT.MU,HK Electric Investments and HK Electric Investments Ltd,0.5567,-0.0033,-0.59%,,0,,,Utilites
UEI.DU,Terna SpA,8.08,0.09,+1.18%,10,0,,,Utilites
PSE.MU,Public Service Enterprise Group Inc,57.5,0.0,0.00%,880,15,,,Utilites
EG4.MU,Enagas SA,18.17,0.06,+0.30%,250,34,,,Utilites
AV6.DU,Avista Corp,36.0,-0.4,-1.10%,200,3,,,Utilites
EVN.SG,EVN AG,20.85,0.0,0.00%,0,113,,,Utilites
ABO.HM,Clearvise AG,2.34,0.0,0.00%,"2,575",59,,,Utilites
1ZK.DU,Elmera Group ASA,2.05,0.006,+0.29%,,0,,,Utilites
06Y.MU,Polenergia SA,18.54,-0.06,-0.32%,50,0,,,Utilites
66T.HA,Scatec ASA,6.21,-0.03,-0.48%,70,1,,,Utilites
BJ6.BE,Beijing Jingneng Clean Energy Co Ltd,0.218,-0.004,-1.80%,,0,,,Utilites
TOG.DU,Tokyo Gas Co Ltd,20.0,-0.6,-2.91%,30,0,,,Utilites
HOU.MU,CenterPoint Energy Inc,26.8,-0.2,-0.74%,50,0,,,Utilites
CSG.DU,CMS Energy Corp,55.18,-0.2,-0.36%,20,0,,,Utilites
E0E.SG,Ariston Holding NV,10.12,-0.19,-1.84%,0,322,,,Utilites
CRP.BE,China Resources Power Holdings Co Ltd,1.986,-0.034,-1.68%,200,0,,,Utilites
ENL.HA,Enel SpA,6.1,0.0,+0.07%,"2,500",328,,,Utilites
UEI.BE,Terna SpA,8.0,0.05,+0.68%,125,0,,,Utilites
GAN.MU,Naturgy Energy Group SA,26.78,0.24,+0.90%,31,0,,,Utilites
GUG.HM,Guangdong Investment Ltd,0.7925,-0.001,-0.13%,81,1,,,Utilites
7TE1.SG,ENGIE Brasil Energia SA,8.3,0.0,0.00%,0,0,,,Utilites
FP3.MU,NextEra Energy Inc,68.23,0.48,+0.71%,15,35,,,Utilites
751.HA,Algonquin Power & Utilities Corp,7.54,-0.11,-1.46%,782,13,,,Utilites
A9W1.BE,SIIC Environment Holdings Ltd,0.131,-0.004,-2.96%,"3,001",0,,,Utilites
NY41.BE,Clearway Energy Inc,27.5,0.2,+0.73%,100,5,,,Utilites
PWD1.SG,Empresa Distribuidora y Comercializadora Norte SA,9.85,0.15,+1.55%,0,2,,,Utilites
L3X.SG,Centrais Eletricas Brasileiras SA,7.2,0.0,0.00%,0,34,,,Utilites
EKT.HM,Energiekontor AG,72.1,0.4,+0.56%,60,9,,,Utilites
IEE.BE,Infratil Ltd,5.45,-0.15,-2.68%,"4,000",70,,,Utilites
NVA4.MU,Ratch Group PCL,0.95,0.0,0.00%,750,0,,,Utilites
DGY.BE,DTE Energy Co,104.0,1.0,+0.97%,6,0,,,Utilites
ABO.BE,Clearvise AG,2.34,0.0,0.00%,"2,800",49,,,Utilites
OEWA.HA,Verbund AG,74.15,-1.45,-1.92%,101,3,,,Utilites
2CP.SG,Capital Power Corp,30.8,0.2,+0.65%,0,0,,,Utilites
66T.MU,Scatec ASA,6.18,0.03,+0.41%,20,5,,,Utilites
D2G.SG,Orsted A/S,90.52,2.4,+2.72%,25,101,,,Utilites
WT5.BE,California Water Service Group,47.6,0.2,+0.42%,5,0,,,Utilites
CRP.MU,China Resources Power Holdings Co Ltd,1.979,0.008,+0.41%,"2,000",35,,,Utilites
SE4.MU,Sempra Energy,137.0,0.0,0.00%,60,1,,,Utilites
CUD.DU,Canadian Utilities Ltd,24.2,0.2,+0.83%,15,0,,,Utilites
BJI.SG,Datang International Power Generation Co Ltd,0.161,-0.001,-0.62%,0,"1,263",,,Utilites
3E7.BE,Evergy Inc,54.0,0.0,0.00%,3,0,,,Utilites
OEW.SG,Verbund AG,14.1,-0.7,-4.73%,0,0,,,Utilites
G0J.F,Good Energy Group PLC,2.02,-0.04,-1.94%,"3,000",3,,,Utilites
I6B.F,Enefit Green AS,4.282,-0.048,-1.11%,354,73,,,Utilites
L3XB.SG,Centrais Eletricas Brasileiras SA,7.2,-0.15,-2.04%,0,7,,,Utilites
0TA.MU,TransAlta Renewables Inc,8.21,0.0,0.00%,"2,582",82,,,Utilites
7TE1.MU,ENGIE Brasil Energia SA,8.4,0.0,0.00%,40,18,,,Utilites
UMA.SG,AS Latvijas Gaze,9.12,-0.02,-0.22%,0,0,,,Utilites
PP9.BE,PPL Corp,24.54,-0.16,-0.65%,280,4,,,Utilites
HPD.SG,China Power International Development Ltd,0.3248,0.0046,+1.44%,0,40,,,Utilites
CEZ.SG,CEZ a.s,43.36,0.12,+0.28%,0,47,,,Utilites
HUN2.HA,Beijing Enterprises Water Group Ltd,0.2202,0.0,0.00%,100,1,,,Utilites
0V6.MU,Vistra Corp,23.2,0.0,0.00%,100,0,,,Utilites
BIU2.MU,China Everbright Water Ltd,0.151,0.0,0.00%,"40,000",0,,,Utilites
94C.MU,CGN Power Co Ltd,0.23,-0.002,-0.86%,"1,000",0,,,Utilites
PCG.SG,PG&E Corp,16.01,0.25,+1.57%,0,174,,,Utilites
PGJ.BE,Towngas Smart Energy Co Ltd,0.416,0.02,+5.05%,"2,500",0,,,Utilites
8770.SG,Altus Power Inc,4.92,0.1,+2.07%,0,9,,,Utilites
3SH.MU,Shunfeng International Clean Energy Ltd,0.003,0.0,0.00%,"50,000",877,,,Utilites
WT5.SG,California Water Service Group,47.2,0.6,+1.29%,0,0,,,Utilites
ECGF.BE,Electricity Generating PCL,3.6,-0.04,-1.10%,200,0,,,Utilites
0AS.MU,Entech SA,9.84,-0.16,-1.60%,5,0,,,Utilites
C61.DU,Emera Inc,37.72,0.16,+0.43%,5,0,,,Utilites
SVT1.DU,Severn Trent PLC,31.62,0.36,+1.15%,5,0,,,Utilites
AEBA.MU,ALLETE Inc,55.5,-0.5,-0.89%,99,0,,,Utilites
355.BE,Enel Chile SA,3.06,0.1,+3.38%,70,1,,,Utilites
7MN.BE,Minesto AB,0.394,-0.0065,-1.62%,"10,000",175,,,Utilites
TL6.F,Tianjin Jinran Public Utilities Co Ltd,0.0325,-0.0005,-1.52%,90,19,,,Utilites
F1P.BE,TTW PCL,0.22,0.0,0.00%,"3,000",0,,,Utilites
AEO.SG,Atmos Energy Corp,107.9,0.35,+0.33%,0,0,,,Utilites
AES.MU,The AES Corp,19.54,0.33,+1.72%,30,0,,,Utilites
SNM.DU,Snam SpA,5.07,0.08,+1.56%,100,1,,,Utilites
CEZ.MU,CEZ a.s,43.48,0.0,0.00%,4,29,,,Utilites
GUG.HA,Guangdong Investment Ltd,0.792,-0.0015,-0.19%,"3,500",0,,,Utilites
3SH.MU,Shunfeng International Clean Energy Ltd,0.003,0.0,0.00%,"50,000",877,,,Utilites
WT5.SG,California Water Service Group,47.2,0.6,+1.29%,0,0,,,Utilites
OEWA.HA,Verbund AG,74.15,-1.45,-1.92%,101,3,,,Utilites
SHX.DU,Huadian Power International Corp Ltd,0.4,-0.016,-3.85%,"1,000",0,,,Utilites
HEH.HA,Power Assets Holdings Ltd,4.82,0.04,+0.84%,"1,000",0,,,Utilites
CUD.DU,Canadian Utilities Ltd,24.2,0.2,+0.83%,15,0,,,Utilites
BJI.SG,Datang International Power Generation Co Ltd,0.161,-0.001,-0.62%,0,"1,263",,,Utilites
3E7.BE,Evergy Inc,54.0,0.0,0.00%,3,0,,,Utilites
EIX.SG,Edison International,64.48,1.92,+3.07%,0,1,,,Utilites
9PAA.BE,Pampa Energia SA,37.6,2.4,+6.82%,21,0,,,Utilites
OEW.SG,Verbund AG,14.1,-0.7,-4.73%,0,0,,,Utilites
7JU.MU,ReNew Energy Global PLC,5.24,0.1,+1.94%,"2,006",35,,,Utilites
ENLA.SG,Enel SpA,5.95,0.05,+0.85%,0,25,,,Utilites
D2MN.SG,Duke Energy Corp,84.7,0.8,+0.95%,0,47,,,Utilites
NG0.SG,Nippon Gas Co Ltd,12.6,-0.1,-0.79%,0,0,,,Utilites
F1P2.SG,TTW PCL,0.23,0.0,0.00%,0,0,,,Utilites
1ZK.DU,Elmera Group ASA,2.05,0.006,+0.29%,,0,,,Utilites
FOT.MU,Fortum Oyj,13.15,0.0,0.00%,37,66,,,Utilites
66T.HA,Scatec ASA,6.21,-0.03,-0.48%,70,1,,,Utilites
ETY.BE,Entergy Corp,93.0,-0.5,-0.53%,2,0,,,Utilites
TOG.DU,Tokyo Gas Co Ltd,20.0,-0.6,-2.91%,30,0,,,Utilites
LYV.BE,Orron Energy AB,1.047,-0.0265,-2.47%,"1,000",0,,,Utilites
AV6.BE,Avista Corp,36.6,0.0,0.00%,20,0,,,Utilites
L3X.BE,Centrais Eletricas Brasileiras SA,7.4,0.05,+0.68%,196,11,,,Utilites
6WX.BE,China Longyuan Power Group Corp Ltd,0.9718,0.0258,+2.73%,500,8,,,Utilites
UEI.BE,Terna SpA,8.0,0.05,+0.68%,125,0,,,Utilites
GAN.MU,Naturgy Energy Group SA,26.78,0.24,+0.90%,31,0,,,Utilites
GUG.HM,Guangdong Investment Ltd,0.7925,-0.001,-0.13%,81,1,,,Utilites
FP3.MU,NextEra Energy Inc,68.23,0.48,+0.71%,15,35,,,Utilites
751.HA,Algonquin Power & Utilities Corp,7.54,-0.11,-1.46%,782,13,,,Utilites
AES.MU,The AES Corp,19.54,0.33,+1.72%,30,0,,,Utilites
SNM.DU,Snam SpA,5.07,0.08,+1.56%,100,1,,,Utilites
HK51.MU,Concord New Energy Group Ltd,0.074,-0.001,-1.33%,"30,000",0,,,Utilites
DGY.BE,DTE Energy Co,104.0,1.0,+0.97%,6,0,,,Utilites
ABO.BE,Clearvise AG,2.34,0.0,0.00%,"2,800",49,,,Utilites
2CP.SG,Capital Power Corp,30.8,0.2,+0.65%,0,0,,,Utilites
59W.DU,Toho Gas Co Ltd,16.1,0.0,0.00%,20,0,,,Utilites
66T.MU,Scatec ASA,6.18,0.03,+0.41%,20,5,,,Utilites
D2G.SG,Orsted A/S,90.52,2.4,+2.72%,25,101,,,Utilites
WT5.BE,California Water Service Group,47.6,0.2,+0.42%,5,0,,,Utilites
CRP.MU,China Resources Power Holdings Co Ltd,1.979,0.008,+0.41%,"2,000",35,,,Utilites
SE4.MU,Sempra Energy,137.0,0.0,0.00%,60,1,,,Utilites
DGY.SG,DTE Energy Co,104.0,2.0,+1.96%,0,0,,,Utilites
F1P.BE,TTW PCL,0.22,0.0,0.00%,"3,000",0,,,Utilites
EDPA.F,EDP - Energias de Portugal SA,45.0,0.4,+0.90%,10,0,,,Utilites
NNGD.HA,National Grid PLC,60.5,3.35,+5.85%,4,0,,,Utilites
UN01.MU,Uniper SE,5.46,0.43,+8.46%,"1,000","2,424",,,Utilites
2K6.BE,,0.5922,0.0222,+3.89%,,0,,,Utilites
VRQ1.MU,Vergnet SA,0.501,-0.279,-35.77%,1,6,,,Utilites
EBZ.DU,China Gas Holdings Ltd,1.04,-0.02,-1.89%,,0,,,Utilites
CUBB.BE,China Water Affairs Group Ltd,0.6745,0.0065,+0.97%,400,7,,,Utilites
CNM1.MU,Carnegie Clean Energy Ltd,0.001,0.0,0.00%,"695,100","12,194",,,Utilites
FHW.MU,Fernheizwerk Neukoelln AG,39.0,0.0,0.00%,2,4,,,Utilites
OPB.F,OPG Power Ventures PLC,0.096,0.0,0.00%,"3,370",59,,,Utilites
T8T.SG,Telecom Plus PLC,17.22,0.4,+2.38%,0,0,,,Utilites
FHW.DU,Fernheizwerk Neukoelln AG,38.6,-0.2,-0.52%,130,1,,,Utilites
59K.MU,Chugoku Electric Power Co Inc,6.1,-0.1,-1.61%,130,0,,,Utilites
69J.DU,Opdenergy Holding SA,5.57,0.0,0.00%,,0,,,Utilites
7VZ.MU,Altius Renewable Royalties Corp,6.2,0.0,0.00%,300,7,,,Utilites
69J.F,Opdenergy Holding SA,3.895,0.0,0.00%,200,0,,,Utilites
CHH.MU,CK Infrastructure Holdings Ltd,5.03,0.0,0.00%,111,0,,,Utilites
EBK.DU,EnBW Energie Baden-Wuerttemberg AG,85.0,0.0,0.00%,1,1,,,Utilites
PU8.MU,Public Power Corp SA,10.02,-0.12,-1.18%,240,4,,,Utilites
OPB.SG,OPG Power Ventures PLC,0.0975,0.0,0.00%,0,0,,,Utilites
ECV.HM,Encavis AG,15.78,-0.02,-0.13%,"25,887",196,,,Utilites
69J.SG,Opdenergy Holding SA,5.59,-0.01,-0.18%,0,0,,,Utilites
EBK.MU,EnBW Energie Baden-Wuerttemberg AG,87.8,0.0,0.00%,1,2,,,Utilites
15M1.MU,Meridian Energy Ltd,3.06,0.02,+0.66%,300,94,,,Utilites
GZF.HA,Engie SA,14.2,0.01,+0.07%,500,42,,,Utilites
KPO.SG,Kansai Electric Power Co Inc,11.4,0.0,0.00%,0,33,,,Utilites
UN01.DU,Uniper SE,5.28,0.25,+4.97%,130,"3,283",,,Utilites
3LUA.MU,Green Hydrogen Systems A/S,1.718,-0.612,-26.27%,477,8,,,Utilites
CENB.DU,Centrica PLC,1.37,0.02,+1.48%,422,7,,,Utilites
6PG.MU,Polska Grupa Energetyczna SA,1.644,0.0335,+2.08%,560,0,,,Utilites
59K.DU,Chugoku Electric Power Co Inc,5.8,-0.05,-0.85%,,0,,,Utilites
UN01.HA,Uniper SE,5.49,0.41,+8.16%,18,351,,,Utilites
4AZ.MU,Azelio AB,0.0509,0.0,0.00%,"75,000","1,320",,,Utilites
ENA.SG,Endesa SA,20.62,-0.19,-0.91%,0,29,,,Utilites
7VZ.DU,Altius Renewable Royalties Corp,6.0,-0.1,-1.64%,15,0,,,Utilites
CID.MU,Energy Company of Minas Gerais,2.38,0.0,0.00%,50,0,,,Utilites
60P.MU,Fusion Fuel Green PLC,2.12,-0.055,-2.53%,22,35,,,Utilites
E7S.BE,Constellation Energy Corp,85.01,-0.25,-0.29%,5,0,,,Utilites
AY3.SG,Atlantica Sustainable Infrastructure PLC,21.91,0.17,+0.78%,0,10,,,Utilites
KOP.SG,Korea Electric Power Corp,6.7,0.15,+2.29%,0,43,,,Utilites
GZF.SG,Engie SA,14.39,0.19,+1.34%,100,999,,,Utilites
CID.SG,Energy Company of Minas Gerais,2.36,0.0,0.00%,0,0,,,Utilites
L5Q.SG,Charwood Energy SA,5.78,0.08,+1.40%,0,0,,,Utilites
8SA.SG,E-Pango SA,1.94,-0.06,-3.00%,0,0,,,Utilites
ER9.SG,ERG SPA,26.48,-0.04,-0.15%,0,0,,,Utilites
6PG.SG,Polska Grupa Energetyczna SA,1.604,0.016,+1.01%,0,0,,,Utilites
OCE.BE,Cortus Energy AB,0.0102,-0.0001,-0.97%,"95,000",0,,,Utilites
LGR.SG,Spire Inc,57.5,0.0,0.00%,0,10,,,Utilites
BH4.SG,Burgenland Holding AG,75.0,0.0,0.00%,0,0,,,Utilites
SLE1.F,"Via Renewables, Inc.",14.8,-0.1,-0.67%,170,27,,13.32,Utilites
8H1.BE,Hydro One Ltd,25.6,-0.2,-0.78%,3,0,,,Utilites
HUN2.BE,Beijing Enterprises Water Group Ltd,0.225,-0.0032,-1.40%,"2,000",0,,,Utilites
EVN.DU,EVN AG,20.65,0.0,0.00%,50,0,,,Utilites
HNM.BE,Ormat Technologies Inc,78.3,0.75,+0.97%,25,0,,,Utilites
AOR.SG,Solaria Energia y Medio Ambiente SA,13.46,0.09,+0.67%,0,41,,,Utilites
AEP.SG,American Electric Power Co Inc,78.03,0.8,+1.04%,0,3,,,Utilites
69J.BE,Opdenergy Holding SA,5.59,0.0,0.00%,,0,,,Utilites
4SM.DU,Magnora ASA,2.66,0.035,+1.33%,370,6,,,Utilites
7ES1.SG,Eastern Water Resources Development and Management PCL,0.117,-0.001,-0.85%,0,17,,,Utilites
3SH.BE,Shunfeng International Clean Energy Ltd,0.004,0.0,0.00%,"20,000",0,,,Utilites
FE7.MU,FirstEnergy Corp,35.86,0.0,0.00%,4,0,,,Utilites
H3O1.DU,H2O Innovation Inc,2.09,0.04,+1.95%,"2,000",0,,,Utilites
D2G1.MU,Orsted A/S,28.4,0.0,0.00%,102,7,,,Utilites
MVV1.MU,MVV Energie AG,30.6,-1.1,-3.47%,30,0,,,Utilites
HNM.SG,Ormat Technologies Inc,79.15,1.65,+2.13%,0,7,,,Utilites
AOR.HA,Solaria Energia y Medio Ambiente SA,13.46,0.09,+0.64%,,0,,,Utilites
UUEC.BE,United Utilities Group PLC,12.1,0.0,0.00%,55,0,,,Utilites
HEH.MU,Power Assets Holdings Ltd,4.94,0.0,0.00%,"1,000",17,,,Utilites
A2A.DU,Essential Utilities Inc,37.69,-0.23,-0.61%,200,3,,,Utilites
12A.SG,Avangrid Inc,35.4,0.2,+0.57%,0,1,,,Utilites
ETG.SG,EnviTec Biogas AG,50.2,0.3,+0.60%,56,205,,,Utilites
GAN.SG,Naturgy Energy Group SA,26.78,0.3,+1.13%,0,0,,,Utilites
PP9.DU,PPL Corp,24.62,0.05,+0.20%,14,0,,,Utilites
RA5F.BE,Ratch Group PCL,0.935,-0.005,-0.53%,790,0,,,Utilites
PWC.SG,Pinnacle West Capital Corp,76.2,0.04,+0.05%,0,0,,,Utilites
AWC.DU,American Water Works Co Inc,134.4,0.2,+0.15%,7,1,,,Utilites
PNE3.MU,PNE AG,14.24,-0.06,-0.42%,240,142,,,Utilites
FP3.SG,NextEra Energy Inc,69.79,1.85,+2.72%,142,426,,,Utilites
L3XC.BE,Centrais Eletricas Brasileiras SA,8.3,-0.25,-2.92%,150,0,,,Utilites
4SM.BE,Magnora ASA,2.63,0.015,+0.57%,"1,000",17,,,Utilites
GUG.MU,Guangdong Investment Ltd,0.7915,-0.005,-0.63%,"2,800",0,,,Utilites
12F.SG,Fortis Inc,38.98,0.16,+0.41%,0,120,,,Utilites
D2G.BE,Orsted A/S,89.26,1.2,+1.36%,50,17,,,Utilites
N4T.MU,Polaris Renewable Energy Inc,10.0,0.0,0.00%,57,8,,,Utilites
UUEC.MU,United Utilities Group PLC,12.1,0.0,0.00%,1,0,,,Utilites
HUN2.BE,Beijing Enterprises Water Group Ltd,0.225,-0.0032,-1.40%,"2,000",0,,,Utilites
8H1.BE,Hydro One Ltd,25.6,-0.2,-0.78%,3,0,,,Utilites
EVN.DU,EVN AG,20.65,0.0,0.00%,50,0,,,Utilites
HNM.BE,Ormat Technologies Inc,78.3,0.75,+0.97%,25,0,,,Utilites
AOR.SG,Solaria Energia y Medio Ambiente SA,13.46,0.09,+0.67%,0,41,,,Utilites
AEP.SG,American Electric Power Co Inc,78.03,0.8,+1.04%,0,3,,,Utilites
OG9.DU,ONE Gas Inc,70.0,-1.0,-1.41%,,0,,,Utilites
PEO.MU,Exelon Corp,37.12,0.0,0.00%,45,0,,,Utilites
EVN.BE,EVN AG,20.7,-0.15,-0.72%,670,11,,,Utilites
EG4.BE,Enagas SA,18.36,0.15,+0.80%,25,3,,,Utilites
E0E.BE,Ariston Holding NV,10.25,-0.12,-1.16%,"1,000",30,,,Utilites
0V6.SG,Vistra Corp,22.8,0.6,+2.70%,0,0,,,Utilites
PEO.HA,Exelon Corp,37.11,0.19,+0.50%,500,8,,,Utilites
EYP.SG,Athens Water Supply & Sewerage Co,6.33,-0.19,-2.91%,0,0,,,Utilites
7JU.DU,ReNew Energy Global PLC,5.55,0.29,+5.41%,40,0,,,Utilites
ELP1.BE,Cia Paranaense De Energia Copel,7.25,-0.15,-2.03%,200,0,,,Utilites
YWA.BE,The York Water Co,39.8,0.6,+1.53%,370,6,,,Utilites
CW2.SG,Consolidated Water Co Ltd,20.0,0.0,0.00%,239,26,,,Utilites
0V6.DU,Vistra Corp,22.8,0.2,+0.88%,,0,,,Utilites
RN4.BE,REN-Redes Energeticas Nacionais Sgps SA,2.475,-0.005,-0.20%,500,0,,,Utilites
F1P.SG,TTW PCL,0.22,0.0,0.00%,0,0,,,Utilites
CSG0.F,CMS Energy Corporation,17.3,-0.3,-1.70%,,0,,,Utilites
9PS.F,Agripower France SA,5.08,-0.06,-1.17%,552,9,,,Utilites
EDP.DU,EDP - Energias de Portugal SA,4.655,0.047,+1.02%,990,22,,,Utilites
PGJ.DU,Towngas Smart Energy Co Ltd,0.396,0.022,+5.88%,,0,,,Utilites
PNE3.HM,PNE AG,14.12,-0.16,-1.12%,"1,000",80,,,Utilites
ENA.DU,Endesa SA,20.95,0.24,+1.16%,500,8,,,Utilites
0AS.HM,Entech SA,9.54,-0.18,-1.85%,,0,,,Utilites
SNM.HM,Snam SpA,5.0,0.034,+0.68%,"4,600",98,,,Utilites
5JT.MU,Innovatec SpA,1.469,-0.031,-2.07%,1,84,,,Utilites
L3X.MU,Centrais Eletricas Brasileiras SA,7.4,-0.3,-3.90%,200,66,,,Utilites
GY2.MU,SolarBank Corp,5.25,-0.1,-1.87%,180,204,,,Utilites
D2G.MU,Orsted A/S,90.14,2.08,+2.36%,30,5,,,Utilites
355.MU,Enel Chile SA,2.84,0.04,+1.43%,"1,000",23,,,Utilites
MVV1.HM,MVV Energie AG,30.6,-1.2,-3.77%,20,28,,,Utilites
CLP1.MU,CLP Holdings Ltd,6.35,-0.15,-2.31%,"1,200",21,,,Utilites
EKT.MU,Energiekontor AG,72.0,0.7,+0.98%,20,20,,,Utilites
D2MN.HM,Duke Energy Corp,83.8,-0.1,-0.12%,50,0,,,Utilites
